APOGEE_ID,RA,DEC,evstate,J,H,K,TEFF,LOGG,ALPHA_M,C_FE,C_N,MG_MN,MN_O,CI_FE,N_FE,O_FE,MG_FE,SI_FE,FE_H,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG
2M19153805+4440107,288.9085,44.6697,1,10.679,10.122,10.0,4637.7026,2.6016316,0.016932998,0.0180142,-0.15467781,-0.018323295,0.0067709982,-0.042495005,0.172692,0.035481997,0.0239297,0.038212,-0.02545055,12.394017,13.009379,11.667135
2M19153999+4716501,288.9166,47.2806,1,11.404,10.859,10.763,4758.3677,2.5588593,0.052590996,0.044696003,-0.096184,0.05823973,-0.16063103,-0.016462982,0.14088,0.13782501,0.03543371,0.101922005,-0.30578154,13.081358,13.660854,12.373109
2M19154014+3957514,288.9173,39.9643,1,7.871,7.326,7.233,4736.626,2.6108954,-0.0058190003,-0.087546,-0.30452,-0.027298,0.0060829986,-0.186526,0.216974,0.026144003,0.0049290024,4.950017E-4,-0.037284553,9.508823,10.087899,8.824084
2M19154185+4109198,288.9244,41.1555,1,11.391,10.855,10.746,4712.2754,3.1543036,0.0030229986,0.13358003,-0.07998997,-0.017926276,0.07001108,0.078106016,0.21357,0.00839293,0.060477734,-0.012285292,0.34948844,13.095076,13.711015,12.364423
2M19154367+5124490,288.932,51.4136,2,8.586,8.061,7.978,4895.83,2.5377169,0.043729,0.02634871,-0.16526128,0.09258473,-0.11346701,0.017868608,0.19161,0.08197099,0.06108871,0.066347,-0.29384154,10.061236,10.587266,9.418395
2M19154418+4214021,288.9341,42.2339,1,9.809,9.27,9.136,4627.644,2.581094,0.003591001,0.039015,-0.166279,0.031224705,-0.028829005,0.075283006,0.205294,0.028958999,0.0313547,0.013649001,0.01103245,11.54939,12.17188,10.823962
2M19154438+4754415,288.935,47.9115,1,11.362,10.831,10.742,4687.243,2.7301726,0.21996899,0.13390002,0.06921601,0.41270775,-0.41396105,0.15548001,0.064684,0.29017502,0.2889217,0.24429202,-0.32775155,12.982313,13.5394745,12.296413
2M19154465+4002397,288.9361,40.0444,2,10.052,9.508,9.39,4819.43,2.7354388,-0.0298695,-0.091906995,-0.44814,-0.1024023,0.111973,-0.228737,0.356233,-0.052786,-0.043215297,-0.012829997,0.09213545,11.773032,12.390554,11.045049
2M19154489+5127423,288.937,51.4618,1,10.68,10.103,9.969,4616.2393,2.6346838,0.144909,0.15353002,0.120523006,0.31986773,-0.291171,0.19181001,0.03300701,0.17363502,0.2023317,0.11997201,-0.22345155,12.340756,12.942794,11.621392
2M19154525+4054282,288.9386,40.9079,1,11.305,10.789,10.677,4801.869,2.649688,0.212969,0.15472999,0.18243,0.4129077,-0.516231,0.18154001,-0.027700007,0.376845,0.2735217,0.19934198,-0.62416154,12.860853,13.404173,12.185614
2M19154669+4103576,288.9446,41.066,1,11.006,10.44,10.319,4565.6167,2.5348308,-0.03299771,0.034062296,-0.21232769,-0.102079585,0.14157899,-0.040381,0.24638999,-0.022084996,0.017414406,0.015938997,0.17617846,12.804559,13.454083,12.052443
2M19154757+4217228,288.9482,42.2897,2,9.768,9.269,9.134,4806.6436,2.4737916,-0.011554001,-0.035008,-0.23409401,-0.033994287,0.049460985,-0.167954,0.19908601,-0.024259996,-0.008793298,0.029899005,-0.03504855,11.364913,11.921453,10.687707
2M19155185+4040542,288.9661,40.6817,2,9.792,9.329,9.256,5133.723,3.0050309,-0.0293484,-0.101616904,-0.45345998,-0.07195129,10000.02,-0.1697469,0.3518431,-9999.99,-0.042698197,-0.0245021,0.0020153504,11.256992,11.770997,10.6155615
2M19155202+3931440,288.9668,39.5289,2,10.418,9.908,9.781,4930.496,2.997272,-0.065011,-0.21289998,-0.69618005,-0.14771527,0.18245797,-0.30211,0.48328006,-0.09654398,-0.061801285,-0.008167982,0.29300845,12.032217,12.612969,11.335665
2M19155243+4755537,288.9685,47.9316,1,10.824,10.279,10.197,4942.9023,2.9410427,0.012981001,-0.013092995,-0.185853,0.062510714,-0.07450101,-0.06707299,0.17276001,0.038595006,0.026604712,0.028767005,-0.17507155,12.326192,12.85895,11.668108
2M19155280+4750259,288.97,47.8405,1,10.01,9.56,9.436,4873.8906,3.2395108,0.005275,-0.041208,-0.263758,-0.064720005,0.049696013,-0.14750001,0.22254999,0.01814799,0.0031239986,-0.008358002,0.16325845,11.559495,12.102129,10.897776
2M19155325+4749366,288.9719,47.8268,1,10.638,10.139,10.05,4838.259,2.8261867,0.039747,0.035676003,-0.065451995,0.058642715,-0.08296099,-0.028037995,0.101128,0.060294986,0.035976708,0.04301101,-0.33119154,12.181296,12.715164,11.51795
2M19155363+3944549,288.9735,39.7486,1,10.404,9.891,9.837,4977.4233,3.0525432,0.060020998,0.011357576,-0.11611241,0.16626671,-0.077369004,0.005875975,0.12746999,0.007172972,0.09607068,0.050877005,-0.35526153,11.9021225,12.42476,11.245066
2M19155480+4214245,288.9783,42.2401,1,11.163,10.658,10.526,4723.4204,2.6297138,-0.020839,0.058988005,-0.19504198,-0.048142284,0.104224,0.014287159,0.25403,-0.025849998,0.030231714,-0.0013819933,0.23186845,12.890686,13.50348,12.166801
2M19155613+3945174,288.9839,39.7548,1,10.905,10.368,10.242,4792.595,2.8683124,-0.010897001,-0.021782994,-0.41599298,-0.089407295,0.110328995,-0.08451,0.39420998,-0.027041994,-0.0061202943,0.011609003,0.11846845,12.604101,13.216783,11.87686
2M19160005+4428551,289.0002,44.482,1,11.348,10.748,10.663,4664.541,2.5113876,0.026253,0.035388,-0.120716,0.0239137,-0.0044209994,0.056798,0.156104,0.054734997,0.0742277,0.056088,-0.051941548,13.040923,13.641412,12.319104
2M19160587+4118060,289.0245,41.3017,1,10.121,9.594,9.5,4807.4697,3.0943737,-0.0025820006,0.044633005,-0.082895994,0.03836371,-0.018511005,0.020830002,0.127529,0.019353997,0.039206702,-0.006300999,0.036471453,11.676376,12.230631,11.003535
2M19160604+3959368,289.0252,39.9936,1,11.184,10.591,10.465,4661.338,2.8733633,0.012878001,0.063931,-0.24749897,-0.043818295,0.072806984,-0.048253,0.31142998,0.026707008,0.055695698,0.008606002,0.23951845,12.974789,13.634142,12.215046
2M19160616+4636132,289.0257,46.6037,1,10.925,10.388,10.282,4710.1465,2.7455266,-0.00946,0.008790001,0.0149734,0.0507947,-0.0038929954,-0.036235,-0.006183399,0.012713999,0.0596157,-0.054661,0.03463445,12.565649,13.151364,11.862861
2M19160802+4619281,289.0334,46.3245,1,11.132,10.665,10.576,4951.5884,3.1307325,-0.010322001,-0.045982994,-0.355138,-1.9519031E-4,0.099459894,-0.126065,0.30915502,-0.070686,0.028578706,-0.023250796,0.08306545,12.643457,13.169895,11.988129
2M19160916+3944448,289.0382,39.7458,2,9.429,8.913,8.789,4800.207,2.4304016,0.016842,0.024127,-0.143491,0.00713671,6.95996E-4,-0.018849,0.167618,0.0135569945,0.0213897,0.042935997,-0.08908055,11.089997,11.692336,10.380022
2M19161161+4239279,289.0484,42.6578,2,9.651,9.2,9.085,4930.0293,2.6597526,-0.009756001,-0.046585,-0.422551,-0.07751449,0.091698095,-0.138424,0.375966,-0.005239101,0.008944502,0.0016670004,0.023716452,11.197638,11.740138,10.542515
2M19161229+4139153,289.0512,41.6543,1,11.247,10.703,10.617,4838.5405,2.701479,-0.0281213,0.063311,0.024259001,0.038706586,0.01858598,-0.07716501,0.039052002,-0.051532,0.0057605654,-0.046260998,-0.10547155,12.845601,13.40489,12.16072
2M19161506+4217079,289.0628,42.2855,1,10.316,9.791,9.69,4866.266,2.6204681,0.05269,0.04938501,-0.125795,0.13845971,-0.20966104,0.004344672,0.17518002,0.15035504,0.07915372,0.054066002,-0.41863155,11.908619,12.453577,11.234835
2M19161676+4239169,289.0699,42.6547,1,9.307,8.806,8.607,4537.341,2.6610045,0.008131001,0.08121699,-0.21849298,-0.11617732,0.16004899,0.036762983,0.29970998,0.022495002,0.06636667,-8.1300735E-4,0.36806846,11.111499,11.776311,10.359738
2M19161923+4053434,289.0802,40.8954,2,10.291,9.851,9.739,5102.8916,2.938272,-0.038514502,-0.1242878,-0.47121,-0.0446563,10000.006,-0.1636878,0.34692222,-9999.99,-0.028701102,-0.036730498,0.0067362506,11.8139305,12.344935,11.159701
2M19161962+4703546,289.0818,47.0652,1,10.368,9.899,9.77,4924.5083,3.2056563,0.0013640001,-0.020112,-0.24784899,-0.045500264,0.044321995,-0.055777006,0.227737,-4.8000365E-5,-0.0012262706,-0.0330439,0.02311345,11.86323,12.389232,11.211271
2M19162417+4651083,289.1007,46.8523,2,10.047,9.501,9.392,4755.382,2.522375,-0.0247357,-0.013246998,-0.16766702,-0.052544296,0.049250096,-0.076156,0.15442002,-0.0010420978,-0.0043362975,-0.013014294,0.10603845,11.689457,12.285127,10.986727
2M19162460+3919066,289.1025,39.3185,1,11.254,10.692,10.537,4627.899,2.8023486,-0.014981,0.04370001,-0.12862,-0.034066617,0.041454464,-0.070648,0.17232001,-0.027420461,-0.020032614,-0.05002871,0.30455846,13.031933,13.682854,12.275392
2M19162482+4111374,289.1034,41.1937,1,10.949,10.393,10.292,4790.6914,2.8792064,-0.0302063,0.011178002,-0.169073,-0.004484296,0.051354,-0.008647999,0.180251,-0.024557002,0.0223127,-0.017791707,0.014075451,12.567549,13.1519985,11.867165
2M19162563+4118371,289.1068,41.3103,1,9.48,8.933,8.817,4679.5415,2.9331942,-0.006837001,0.040330976,-0.35888904,-0.090982586,0.12545398,-0.043467015,0.39922002,-0.0066300035,0.02784139,0.0037139952,0.29874846,11.156372,11.772711,10.441458
2M19162838+4508524,289.1183,45.1479,1,11.147,10.648,10.462,4571.234,2.6069453,0.115869,0.14113599,-0.037850022,0.19173169,-0.17346501,0.12950599,0.17898601,0.14484102,0.1631077,0.100328,0.027116451,12.906996,13.53951,12.166045
2M19162938+4443263,289.1225,44.724,1,11.474,10.889,10.775,4747.775,2.5881283,0.045105003,0.05332002,-0.06386,0.08672473,-0.07637602,0.027218997,0.11718002,0.052700013,0.06304872,0.05677101,-0.30618155,13.096126,13.674126,12.387819
2M19163133+3942485,289.1305,39.7135,2,9.667,9.146,8.999,4787.7275,2.4747858,-0.027036501,-0.0123459995,-0.229916,-0.012748301,0.037767,-0.055111,0.21757,-0.042956002,-0.017937303,0.00691,0.043675452,11.329431,11.930777,10.623517
2M19163251+4429542,289.1355,44.4984,1,11.11,10.639,10.51,4803.795,3.0795317,-0.004895,0.037095003,-0.20225501,-0.013577297,0.055444993,0.039603002,0.23935002,-0.017361,0.024506696,-0.01094,0.11138845,12.759242,13.341052,12.062582
2M19163509+4220109,289.1462,42.3364,2,9.514,9.11,8.993,4981.9077,2.704786,0.0027320012,-4.834002E-4,-0.381832,-0.003730095,0.028924795,-0.0522844,0.3813486,-0.011881201,0.013313499,0.018513598,-0.0022711502,11.057653,11.590582,10.411804
2M19163624+3959027,289.151,39.9841,1,10.651,10.143,10.042,4803.3022,3.0544157,0.0031629987,-0.0056490004,-0.111886,0.1492497,-0.09239499,-0.081583,0.106237,0.0072439983,0.0640987,-0.007316999,-0.039506547,12.239693,12.810355,11.551265
2M19163704+4456013,289.1544,44.9337,1,11.289,10.755,10.641,4610.1924,2.6244824,0.153089,0.14735,0.053141996,0.34931773,-0.31104103,0.13718,0.094208,0.185375,0.2236517,0.12942201,-0.15390155,13.0026655,13.611172,12.280242
2M19163732+4024135,289.1555,40.4038,1,11.04,10.524,10.434,4902.4663,2.8766322,0.05511,0.070813,-0.037351996,0.12989768,-0.07714099,0.08963901,0.108164996,0.08134499,0.13410169,0.023939013,-0.39084154,12.631631,13.186674,11.946043
2M19163847+4137316,289.1603,41.6254,2,9.307,8.868,8.724,4997.0356,2.880027,-0.03294449,-0.19008,-0.59678,-0.0881983,0.109648,-0.24895999,0.40670002,-0.082245,-0.0607953,-0.006070003,0.15412845,10.802816,11.332674,10.150908
2M19164520+4729412,289.1883,47.4948,1,10.655,10.17,10.072,4926.7544,3.193378,-0.027584901,-0.026488002,-0.215864,-0.012121595,0.053013995,-0.102784,0.189376,-0.040971003,-7.8603625E-5,-0.022024002,0.073854454,12.174886,12.7036495,11.516796
2M19164681+4242250,289.1951,42.707,2,9.801,9.341,9.258,4896.916,2.5609984,-0.011296,0.21316001,-0.12902999,0.08030091,-0.055037007,0.2523,0.34219,-0.021339,0.0039249063,0.014767006,-0.17649154,11.316702,11.842504,10.671331
2M19164694+4227079,289.1956,42.4522,1,11.453,10.906,10.758,4568.395,2.7438443,-0.0014940016,0.083424,-0.18345597,-0.1578623,0.19336301,0.030988902,0.26687998,0.013650984,0.04915169,0.015818,0.28660846,13.245695,13.900429,12.486514
2M19164772+5019499,289.1989,50.3305,2,11.439,10.921,10.795,4755.0264,2.435481,-0.010018,0.098181,-0.19182998,-0.020085895,0.034552336,0.081451006,0.290011,-0.02271334,-0.0082469005,0.0058870018,0.02404245,13.106574,13.691345,12.399121
2M19164808+4136262,289.2004,41.6073,1,10.962,10.42,10.309,4728.276,2.728203,-0.018641,0.0517498,-0.134021,-0.016503995,0.047079198,-0.025213199,0.1857708,-0.0179974,0.0125778,0.0045318007,0.002049651,12.610761,13.200835,11.904733
2M19164892+4812041,289.2038,48.2011,1,11.257,10.69,10.556,4693.3394,2.6909375,0.036183,0.07216801,-0.109919,0.0209987,-0.016628994,0.010025362,0.182087,0.044733997,0.049103703,0.041633,-0.03433255,12.880114,13.467405,12.174993
2M19165094+4404569,289.2123,44.0825,1,10.651,10.145,10.033,4684.0215,2.8945024,-0.0028300006,0.029392004,-0.151658,-0.020384297,0.034073994,0.046430007,0.18105,0.019602016,0.033291712,-0.019147992,0.15312845,12.349769,12.947929,11.637491
2M19165137+4705135,289.2141,47.0871,1,9.521,8.973,8.875,4621.8804,2.5872765,0.171499,0.11930001,0.07001302,0.36585775,-0.31219104,0.19397,0.04928699,0.208415,0.2620817,0.14786199,-0.30084154,11.138003,11.714802,10.447575
2M19165151+4030513,289.2147,40.5143,1,11.339,10.771,10.69,4755.0806,2.749579,-0.01526,-0.0274264,-0.193048,-0.0659673,0.054768797,-0.1945784,0.1656216,0.0035768002,-0.0076217,-0.020495098,-0.0060451506,12.989694,13.593375,12.267608
2M19165631+4631524,289.2346,46.5312,1,10.267,9.708,9.582,4650.4326,2.5893025,0.011349998,0.043034002,-0.304906,-0.06867829,0.102607,0.017610699,0.34794003,0.012867004,0.04679571,0.014054999,0.15125845,11.984751,12.606267,11.260466
2M19165642+4008317,289.2351,40.1422,1,11.483,10.973,10.859,4826.3193,3.0973222,0.018987,0.016861998,-0.067239,0.13445872,-0.12216501,0.039839998,0.084101,0.040923998,0.0532177,-0.007656999,-0.07158655,13.207229,13.811396,12.479907
2M19165728+4627098,289.2387,46.4527,1,10.521,9.966,9.887,4659.6426,2.5475078,0.238939,0.11989996,0.17737702,0.5013877,-0.47011098,0.25161994,-0.057477057,0.31004497,0.34132168,0.20295197,-0.5387815,12.124986,12.666503,11.447798
2M19165799+4925277,289.2416,49.4244,2,10.735,10.201,10.134,4906.893,2.449366,0.028721001,2.7258694E-4,-0.1773474,0.00952971,0.0034990013,-0.083878994,0.17762,0.006374985,0.019403696,0.028970987,-0.17696154,12.239614,12.785983,11.572422
2M19170097+4036282,289.254,40.6078,1,10.39,9.883,9.752,4747.3477,3.0911822,-0.007049,0.024307221,-0.2040728,-0.058526278,0.09960598,-0.13455999,0.22838002,-0.014061987,0.027017713,0.019242018,0.18933845,12.064846,12.663699,11.350655
2M19170296+4043070,289.2623,40.7186,1,10.895,10.343,10.219,4777.8696,2.5885065,0.041654,-0.003975302,-0.1829553,0.080207705,-0.078905,-0.08648601,0.17898,0.052268997,0.0535717,0.04725799,-0.20964155,12.517214,13.096594,11.815319
2M19170328+4230010,289.2637,42.5003,2,11.166,10.7,10.633,5051.0234,2.781861,0.022769999,-0.10351999,-0.47087997,0.1378917,9999.949,-0.20498998,0.36736,-9999.99,0.0965057,1.4699996E-4,-0.17755155,12.658945,13.165907,12.0150385
2M19170362+3910511,289.2651,39.1809,1,9.511,9.008,8.903,4833.998,2.9704945,0.025378998,0.046070002,-0.045971997,0.059464708,-0.068835005,-0.004314393,0.092042,0.048328996,0.0389587,0.027448997,-0.15483154,11.046433,11.588129,10.384615
2M19170497+4051285,289.2707,40.8579,1,11.251,10.666,10.538,4706.598,2.6281726,0.040276,0.080531,-0.021050006,-0.0039743,-0.0061729923,0.032436002,0.10158101,0.064559,0.054411706,0.025197003,-0.07284355,12.973501,13.593892,12.238962
2M19170496+4133454,289.2707,41.5626,1,11.258,10.741,10.684,5001.539,3.2553365,0.011535998,0.013174489,-0.12774551,0.114140704,-0.034858108,-0.035871997,0.14092,0.0017120987,0.080994695,-0.010901004,-0.20583154,12.746822,13.264209,12.094046
2M19170513+4502281,289.2714,45.0412,1,10.475,9.938,9.816,4690.664,2.7425497,0.016119,0.0225154,-0.1567395,0.036531597,-0.056604892,-0.0146381,0.1792549,0.061530896,0.0414576,0.0315069,-0.02491355,12.159372,12.7599325,11.447123
2M19170647+4124420,289.277,41.4117,1,8.415,7.836,7.717,4639.7437,2.6426792,-0.0363479,-0.051349998,-0.34382,-0.110877305,0.101459,-0.11295,0.29247,-0.015204996,-0.024623305,-0.017273992,0.17070845,10.091028,10.7147,9.3732195
2M19170821+4413014,289.2842,44.2171,2,8.527,8.072,7.937,4881.1733,2.5386505,-0.009066001,-0.022349,-0.221688,-0.0370849,0.103718,-0.134221,0.199339,-0.064315,0.0023181,-0.0042539993,0.01430145,10.066072,10.600287,9.413794
2M19170895+4000345,289.2873,40.0096,1,8.057,7.488,7.412,4614.0913,2.5434391,0.022569,0.049610995,-0.10488901,0.0639037,-0.040766,0.043188,0.15450001,0.048754998,0.07189269,-0.007165998,0.018980449,9.772085,10.383058,9.061621
2M19171081+4043002,289.295,40.7167,1,11.358,10.832,10.731,4790.4937,3.0170016,-0.050679,0.031659,-0.10985998,-0.07267499,0.13857199,-0.077419,0.14151898,-0.065323,5.740002E-4,-0.119619,0.09953945,12.980734,13.563347,12.275148
2M19171479+3925223,289.3116,39.4229,2,10.923,10.376,10.269,4853.574,2.476933,-0.007836001,-0.011370003,-0.19262,-0.0767163,0.032661006,-0.1173,0.18124999,0.020432994,-0.023622297,0.011730999,-0.11108155,12.582669,13.176,11.869049
2M19171521+3953162,289.3134,39.8879,1,10.17,9.61,9.466,4537.248,2.6913326,0.0027059987,0.07199898,-0.24589103,-0.04589832,0.128221,0.021158606,0.31789002,0.007133007,0.089455694,-0.011622995,0.43128845,12.033167,12.723499,11.255475
2M19171532+5002099,289.3139,50.0361,1,11.079,10.488,10.419,4834.536,2.7272518,0.019024,-0.027796999,-0.212207,0.022514716,0.010021985,-0.046302006,0.18441,0.008082002,0.040618703,0.0031000078,-0.17661154,12.664381,13.235207,11.97361
2M19171629+4235464,289.3179,42.5962,2,9.321,8.812,8.71,4880.6455,2.4842045,8.700043E-5,-0.050605007,-0.284395,-0.012819298,0.06278,-0.17521998,0.23379001,-0.033136003,0.0168247,0.015435003,-0.07971155,10.896351,11.45345,10.229022
2M19171751+4702002,289.323,47.0334,1,10.476,9.91,9.807,4673.6187,2.5838227,0.023807,0.044074997,-0.092488006,0.057706706,-0.055869006,-0.012962997,0.136563,0.046462998,0.0483007,0.018820003,-0.090291545,12.13842,12.738024,11.426708
2M19171785+4710241,289.3244,47.1734,2,8.782,8.288,8.191,4886.197,2.4685433,0.010393001,-0.041260004,-0.20916,0.016293705,-0.069933,-0.14121,0.1679,0.036416993,-0.0172223,0.043629006,-0.18545155,10.307519,10.838829,9.658644
2M19171863+4746430,289.3277,47.7786,1,10.858,10.324,10.21,4669.2725,2.6048646,-0.011407001,-0.0086083,-0.1825703,-0.05994629,0.022902995,-0.114848,0.173962,0.010691997,-0.0263513,-0.020111999,0.05046645,12.57021,13.171509,11.855356
2M19172255+4040035,289.344,40.6677,1,10.931,10.368,10.274,4712.71,2.5281007,-0.014407001,0.0040687993,-0.16118321,0.052120708,-0.03170801,-0.027353995,0.165252,0.014252,0.034664698,-0.044537,-0.10420155,12.629662,13.23231,11.911671
2M19172694+5146422,289.3623,51.7784,2,9.722,9.238,9.168,4912.1875,2.4610267,0.032613,-0.009702995,-0.224973,0.06632672,-0.107119024,-0.086899,0.21527,0.081203,0.040410697,0.032234997,-0.22282155,11.30936,11.861029,10.63623
2M19172708+3932421,289.3629,39.545,2,10.213,9.624,9.509,4621.1465,2.4572346,-0.0035260003,0.07536301,-0.25313696,-0.1112054,0.141866,0.029207319,0.32849997,-0.018301994,0.012358606,0.022300005,0.30059844,11.999604,12.659954,11.243911
2M19172843+3927028,289.3685,39.4508,1,10.815,10.217,10.07,4607.7637,2.726008,0.012619998,0.046932995,-0.08084701,-0.001635313,0.065265015,0.0064883977,0.12778,-5.4100156E-4,0.0630887,-0.01602,0.19314845,12.645865,13.327904,11.866293
2M19172949+4148048,289.3729,41.8013,1,11.423,10.907,10.777,4655.0815,2.8866513,0.0030409992,0.095404,-0.12657598,-0.016363293,0.08278161,0.037883997,0.22197998,-0.0078676045,0.058550715,3.3199787E-4,0.28326845,13.16419,13.783926,12.431462
2M19173156+3938251,289.3815,39.6403,1,10.536,9.984,9.836,4610.4805,2.6814468,0.050649002,0.06307499,-0.19959499,0.1186637,-0.094597995,0.06987499,0.26266998,0.06928399,0.093349695,0.029021993,0.113688454,12.289549,12.929459,11.547211
2M19173208+4429578,289.3837,44.4994,1,9.417,8.919,8.821,4845.628,3.1194224,0.005948998,-0.032582,-0.330231,-0.024665192,0.052195556,-0.062901,0.29764903,-0.007569663,0.019960701,0.014743999,0.083760455,10.943038,11.483352,10.289293
2M19173237+3941053,289.3849,39.6848,1,11.487,10.906,10.791,4666.502,2.5162992,0.010058999,0.031194985,-0.109175,-9.872913E-4,-0.014277011,0.0055851936,0.14036998,0.013900995,-0.0013633072,0.028786987,-0.26705155,13.153703,13.749572,12.432258
2M19173645+4003525,289.4019,40.0646,1,11.1,10.519,10.378,4613.783,2.5912287,0.0049099997,0.040317,-0.28358302,-0.058363304,0.069607005,0.012564912,0.3239,0.031066999,0.0423107,0.014147013,0.14972845,12.893846,13.55352,12.134319
2M19173800+4515498,289.4084,45.2638,2,10.354,9.813,9.701,4812.321,2.4748616,0.0072049983,0.018571198,-0.14174682,-0.0316863,0.071430996,-0.052793004,0.16031802,-0.024439,0.015305698,0.015319999,0.022883452,12.032853,12.632741,11.322092
2M19173951+4458049,289.4146,44.968,1,10.262,9.811,9.74,5013.6562,3.1624432,0.0066949986,-0.067691,-0.292521,0.06631072,-0.08458902,-0.14652,0.22483,0.044743,0.0264647,0.010288,-0.16671155,11.746849,12.249815,11.113692
2M19174194+4455096,289.4248,44.9194,1,11.368,10.839,10.721,4742.2314,2.9632976,-0.0072410014,0.059558988,-0.202741,-0.050487503,0.108389005,-0.045450002,0.26229998,-0.048585013,0.009316489,0.0010989904,0.22423846,13.103288,13.726991,12.365838
