APOGEE_ID,RA,DEC,evstate,J,H,K,TEFF,LOGG,ALPHA_M,C_FE,C_N,MG_MN,MN_O,CI_FE,N_FE,O_FE,MG_FE,SI_FE,FE_H,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG
2M19124372+4631594,288.1822,46.5332,2,10.835,10.296,10.181,4868.9795,2.483971,0.007867001,-0.002834998,-0.21768901,-0.0395673,0.0042439997,-0.08916599,0.214854,0.066607,0.0312837,-5.270019E-4,-0.076838546,12.378206,12.930843,11.705116
2M19124404+4324534,288.1835,43.4148,2,8.679,8.156,8.076,4851.272,2.5006251,0.031696998,-0.031147003,-0.278121,-0.18063289,0.12762299,-0.06878999,0.246974,0.062214002,0.009204105,0.035693,-0.08544955,10.208902,10.750202,9.551373
2M19124406+4314396,288.1836,43.2443,2,10.319,9.784,9.669,4759.673,2.4816408,-0.005728001,0.031814,-0.26012102,-0.0685753,0.081639595,0.0031450018,0.29193503,-0.0025795996,0.010484695,0.019064002,0.100263454,11.967215,12.49499,11.243844
2M19124481+4524487,288.1867,45.4136,2,8.984,8.434,8.33,4900.881,2.5314708,0.016738001,-0.034567997,-0.190708,0.054005697,-0.120881,-0.055648997,0.15614,0.103545,0.0366697,0.027323008,-0.17439155,10.488728,11.020195,9.836782
2M19124662+4559227,288.1943,45.9897,2,9.38,8.798,8.696,4848.9243,2.4845152,-0.0033299997,-0.07202,-0.26399,0.0018397048,0.004270397,-0.07579199,0.19197002,-0.013893403,-0.007783301,0.006228,-0.058024548,10.872296,11.424952,10.205825
2M19124694+4658537,288.1956,46.9816,2,10.046,9.567,9.397,4730.654,2.4680135,-0.0033720005,0.017854743,-0.19995824,-0.034564503,0.0625229,-0.034222,0.21781299,-0.014306899,0.013651498,0.011211999,0.06868545,11.659635,12.237666,10.968155
2M19124729+4311297,288.1971,43.1916,1,9.681,9.12,8.988,4556.8267,2.4959502,0.022958,0.044552002,-0.066649005,0.04180371,-0.05493501,0.029632002,0.111201,0.045399003,0.032267705,0.023164004,-0.04795155,11.389078,11.995255,10.6690035
2M19124796+4643255,288.1999,46.7238,1,9.49,9.017,8.902,4886.5444,2.8855999,0.019717,-0.089191005,-0.32051098,0.0458297,0.025665678,-0.18194999,0.23132,-0.016491681,0.055003695,0.012557,-0.12786154,10.992505,11.51467,10.3442745
2M19124996+4711419,288.2082,47.195,1,9.781,9.24,9.136,4723.4863,2.721452,0.062184,0.066645995,-0.023584008,0.15319571,-0.18448101,0.03641899,0.09023,0.12821499,0.096929684,0.06013699,-0.22534154,11.356237,11.913895,10.680737
2M19125033+4344332,288.2097,43.7426,1,9.464,8.91,8.817,4794.8325,2.730523,0.024654001,-0.014155999,-0.191116,0.05932471,-0.07006702,-0.048049986,0.17696,0.03443101,0.023688704,0.031186014,-0.19538155,10.96632,11.519794,10.30732
2M19125087+4330227,288.212,43.5063,1,8.701,8.223,8.144,5014.321,3.2214413,0.171839,0.0040231943,-0.5366968,0.3950477,-0.31443098,0.065732986,0.54072,0.191735,0.2723517,0.14455199,-0.51140153,10.089362,10.561811,9.488437
2M19125109+4234039,288.2129,42.5678,1,10.618,10.132,10.041,4950.3667,3.1999934,-0.018457,-0.05574,-0.41099003,-0.0871543,0.11478999,-0.11406,0.35525003,-0.04501599,-0.017380297,-0.0037560016,0.17522845,12.106812,12.639491,11.450067
2M19125144+3850261,288.2143,38.8406,2,9.286,8.772,8.672,5019.7847,2.795839,0.0020839982,-0.32516304,-0.78871006,0.0011463016,0.072041,-0.354893,0.46354702,-0.068954,0.0042333007,0.005474001,-0.07280455,10.837603,11.401721,10.15956
2M19125548+4044568,288.2312,40.7491,1,11.467,10.951,10.845,4919.378,2.8207624,0.034873,-0.021575004,-0.287425,-0.0023192763,-0.013708025,-0.15707001,0.26585,0.063452005,0.047424704,0.057402,-0.19726154,13.037086,13.582489,12.358089
2M19125716+4523446,288.2382,45.3957,1,10.762,10.141,9.997,4512.7573,2.4090798,0.009569,0.071612,-0.23784801,-0.093204305,0.096006006,0.06265801,0.30946,0.030607998,0.0334097,0.009746999,0.18821844,12.553778,13.221071,11.792336
2M19130263+4243262,288.261,42.724,1,11.111,10.575,10.455,4737.5303,2.9579673,0.006506998,0.033762995,-0.08290301,0.018308707,0.022681996,0.018364098,0.116666004,0.009611998,0.0506027,-0.019236702,0.06198545,12.734421,13.311949,12.035774
2M19130295+4605178,288.2623,46.0883,1,10.428,9.882,9.744,4611.9253,2.8704267,0.004326999,0.11377099,-0.18486899,-0.0663403,0.09184098,0.07399997,0.29863998,0.018442988,0.043943673,0.014404982,0.37015846,12.146879,12.78024,11.411844
2M19130311+3834596,288.263,38.5832,1,10.318,9.788,9.682,4835.173,3.0059817,-0.012945,-0.065541,-0.33702,0.011211699,0.063865,-0.080117,0.271479,-0.041257,0.033819698,-0.016349899,0.01719345,11.965846,12.554808,11.260218
2M19130385+4045596,288.266,40.7666,1,9.891,9.429,9.342,4854.824,2.7138398,0.061396003,0.4608,-0.12301999,0.20180365,-0.18473095,0.55671,0.58382,0.08089498,0.097967684,0.063142985,-0.46916154,11.413366,11.902807,10.746908
2M19130613+4526287,288.2756,45.4413,1,9.498,9.078,8.938,4976.024,2.9932876,0.0031439997,-0.078961,-0.27823102,0.0325277,-0.057073995,-0.17110999,0.19927001,0.030938,0.006391704,0.016092002,-0.19969155,10.968571,11.472216,10.339016
2M19130772+4623514,288.2822,46.3976,2,9.267,8.73,8.618,4788.952,2.4181473,0.040542,0.070467,-0.13937399,0.017457709,-0.04844401,0.0021270066,0.209841,0.067614004,0.036627702,0.052152004,-0.06761755,10.812606,11.3706045,10.144764
2M19130832+4607518,288.2847,46.1311,2,7.815,7.393,7.314,5074.522,2.85221,-0.0266088,-0.070047,-0.40332296,-0.0116603,9999.96,-0.11726401,0.33327597,-9999.99,-0.0423133,-0.004111998,-0.07280455,9.195774,9.675799,8.599369
2M19131222+4019167,288.3009,40.3213,1,8.703,8.179,8.056,4666.3306,2.5648162,0.021339998,0.065539,-0.119574994,0.020865701,0.0058199987,0.020731002,0.185114,0.043204002,0.0698897,0.011301003,-0.05523155,10.343466,10.936208,9.647023
2M19131244+4629496,288.3019,46.4971,1,11.049,10.48,10.369,4687.974,2.5731492,0.035642996,0.054600004,-0.12302001,0.019255705,-0.029271007,0.035459004,0.17762001,0.092865005,0.082849704,0.010152005,-0.11016155,12.678715,13.2657385,11.972009
2M19131259+4540535,288.3025,45.6815,1,11.376,10.776,10.633,4556.9585,2.579143,0.020406,0.064273,-0.22438702,-0.01143232,0.046223998,0.052637994,0.28866002,0.023490012,0.05828169,-0.0032989979,0.28903845,13.109934,13.761141,12.353946
2M19131397+4045463,288.3082,40.7629,1,10.592,9.777,9.686,4590.123,2.6848755,0.164789,0.0725891,-0.060748994,0.3101818,-0.2224251,0.0202232,0.1333381,0.1756831,0.26343977,0.1349701,-0.01844555,12.336407,12.957542,11.5905905
2M19131774+4007193,288.3239,40.122,1,10.511,10.022,9.946,4972.9336,3.1185956,0.022889998,0.047672004,-0.081857994,0.0727807,0.055722,0.022662997,0.12953,-0.043918014,0.08458468,-0.005675003,-0.22834155,12.016894,12.543873,11.358245
2M19131848+4545298,288.327,45.7583,1,11.335,10.869,10.712,4794.2637,3.1964898,0.062393002,0.15948899,0.060050994,0.12112971,-0.148703,0.110764,0.099438,0.12265399,0.0950807,0.045394,0.039741453,12.891324,13.4526005,12.20815
2M19133250+5140282,288.3854,51.6745,1,11.342,10.776,10.617,4568.3066,2.6004922,-0.012168001,0.022331007,-0.076029986,0.076472394,-0.091822006,0.002931498,0.09836099,0.021468006,0.0061183944,-0.047645003,0.12346845,13.03477,13.66319,12.295111
2M19133565+4816507,288.3986,48.2808,1,11.251,10.663,10.59,4747.021,2.694149,0.042458996,0.06040801,0.0010370016,0.0779807,-0.07425499,0.065620005,0.05937101,0.058368996,0.062094703,0.032289013,-0.18938155,12.86165,13.435462,12.167758
2M19133796+3953167,288.4082,39.888,1,10.094,9.513,9.379,4615.1826,2.6757457,0.00519,-0.008848995,-0.31627902,-0.07460429,0.115724385,-0.072545,0.30743003,0.0015496016,0.0426697,-0.017340392,0.18863845,11.955079,12.638879,11.1803055
2M19133911+4011046,288.413,40.1846,2,9.689,9.188,9.081,5042.8047,2.8201814,-0.0056410003,-0.45959002,-0.95392,0.040934697,9999.9795,-0.52809,0.49433,-9999.99,0.030278698,-0.022385985,-0.26909155,11.215416,11.749137,10.557725
2M19134629+4803420,288.4429,48.0617,1,10.877,10.301,10.207,4653.8657,2.606579,0.154029,0.14953999,0.084714994,0.32395768,-0.287861,0.15867,0.064825,0.199285,0.2353817,0.140872,-0.29727155,12.478758,13.050051,11.786774
2M19134676+4001306,288.4449,40.0252,1,9.675,9.15,9.031,4775.8223,2.8985007,0.027033001,0.055777997,-0.073311,0.0700317,-0.032497004,0.008938,0.129089,0.035473995,0.073008694,0.015426993,-0.08132455,11.318148,11.901522,10.618637
2M19134763+4626327,288.4485,46.4424,2,10.052,9.484,9.355,4734.917,2.4511943,0.0055870004,0.0144286975,-0.29381528,-0.060980305,0.064274006,-0.037015,0.308244,0.024719998,0.028013699,0.009401001,0.100244455,11.646817,12.232545,10.952834
2M19135012+4106294,288.4589,41.1082,2,9.584,9.113,9.038,5066.681,2.9669487,-0.032486,-0.10687,-0.52586,-0.09748831,10000.0205,-0.17313,0.41899002,-9999.99,-0.06696331,-0.0123680085,0.11744845,11.024158,11.541455,10.391722
2M19135033+4640212,288.4597,46.6726,1,11.116,10.564,10.457,4722.144,2.4919443,0.170429,0.15167001,0.14083299,0.36496767,-0.37512097,0.24533999,0.0108370185,0.27720502,0.26705173,0.088052005,-0.5526016,12.719064,13.273632,12.034636
2M19135045+4041260,288.4602,40.6906,1,10.372,9.901,9.813,5012.513,3.2696354,-0.011568001,-0.048297,-0.257312,-0.020553296,0.013110997,-0.164855,0.209015,-0.002425,-0.009867299,0.0065589994,0.02088545,11.825605,12.337874,11.181817
2M19135062+4256096,288.4609,42.936,1,11.052,10.511,10.392,4609.394,2.6638348,0.104049,0.11799239,-0.06022001,0.20932311,-0.1368364,0.093011394,0.1782124,0.10778739,0.1802741,0.0954344,-0.01661855,12.7581415,13.364996,12.038444
2M19135189+4101101,288.4662,41.0195,1,11.097,10.637,10.539,5001.6875,3.1464996,0.015864998,0.0023255944,-0.1995344,0.07534472,-0.12575102,-0.099850014,0.20186,0.099704996,0.049298696,0.022566006,-0.15999155,12.581924,13.100694,11.927923
2M19135216+5054391,288.4674,50.9109,1,10.829,10.237,10.094,4538.2046,2.6213276,0.008935999,0.050597996,-0.16900203,0.017157704,0.0036869794,0.045450002,0.21960002,0.009017006,0.029861689,-0.008387998,0.22344846,12.57418,13.229021,11.823576
2M19135492+4303577,288.4789,43.066,1,11.382,10.856,10.731,4607.864,2.6215827,0.040347002,0.026736706,-0.4342433,0.020669699,0.022156,-0.0053439885,0.46098,0.064638,0.1074637,0.040431008,0.14927845,13.11094,13.725454,12.382391
2M19135500+4603295,288.4792,46.0582,1,10.785,10.319,10.183,4825.3867,3.1162992,0.0010080002,0.064868994,-0.21511102,-0.07024969,0.0781061,-0.020143002,0.27998,-8.351058E-4,0.0070213005,0.010109,0.107088454,12.346123,12.898113,11.672642
2M19135532+4757557,288.4805,47.9655,1,10.248,9.697,9.592,4791.4795,2.642261,0.066367,0.109160006,0.086459994,0.18411767,-0.23130098,0.07835603,0.022700012,0.14540502,0.09822172,0.05460602,-0.45559156,11.811733,12.358262,11.141233
2M19135560+4807515,288.4817,48.131,1,8.605,8.037,7.893,4563.798,2.5947328,-0.019026,-4.1002035E-4,-0.42011005,-0.036277324,0.035630018,-0.031018019,0.41970003,-0.0028760135,-0.00352332,0.024568975,0.26281846,10.28242,10.89278,9.57352
2M19135948+4005110,288.4979,40.0864,1,8.802,8.296,8.178,4789.0127,3.1548152,0.092049,0.110764995,0.024256997,0.21194169,-0.161295,0.125175,0.086508,0.11622999,0.16687669,0.046315998,-0.02606255,10.294806,10.836027,9.638003
2M19140085+4328276,288.5036,43.4743,2,9.588,9.104,8.981,4897.741,2.5850506,-0.0323391,-0.064215,-0.339773,-0.06952429,0.114988,-0.141792,0.275558,-0.1003,-0.054836296,-0.022251997,0.03860345,11.146175,11.706167,10.473954
2M19140452+5058032,288.5189,50.9676,1,10.612,10.049,9.896,4647.6514,2.5333526,-0.0010310002,0.008127,-0.2715053,0.003401503,-0.006039303,-0.0942977,0.2796323,0.0105963005,0.007958501,0.0066143023,-0.012434551,12.293984,12.904629,11.576749
2M19140933+4217262,288.5389,42.2906,2,9.107,8.605,8.527,4925.104,2.4821067,0.022057,0.0023897886,-0.1763802,0.04170671,0.0024879873,-0.014989004,0.17876999,-0.0046440065,0.03955069,0.027438998,-0.20977154,10.661878,11.19823,10.002302
2M19141230+4705241,288.5513,47.09,1,10.815,10.22,10.151,4683.677,2.4701777,0.067829,0.07209799,-0.02194202,0.13371968,-0.18242098,0.09018999,0.09404001,0.143055,0.094353706,0.08385199,-0.36307156,12.456048,13.033738,11.7598
2M19141322+4105226,288.5551,41.0896,1,10.787,10.216,10.07,4547.829,2.632727,-0.006654,0.093190014,-0.17986998,-0.043339282,0.096880496,0.030143619,0.27306,0.011273503,0.06481472,0.010769993,0.28038844,12.605598,13.272669,11.8418865
2M19141495+4118432,288.5623,41.312,2,9.886,9.38,9.255,4852.9766,2.6246617,-0.0297107,0.011188999,-0.20065801,-0.0404773,0.039194003,-0.035783,0.211847,-0.031455003,-0.0327383,-0.010047302,-0.05668655,11.486297,12.071202,10.786066
2M19141724+4706053,288.5719,47.1015,1,11.149,10.605,10.519,4861.669,3.2217712,-0.023102,-0.016578004,-0.14649801,-0.026069492,0.018186003,-0.10715,0.12992,0.014317989,0.0064345,-0.044394,0.14435846,12.698519,13.252629,12.024442
2M19141937+5038493,288.5807,50.647,2,10.628,10.095,9.968,4957.658,2.4483457,0.0040879995,-0.042359993,-0.1689,0.06328572,-0.07089102,-0.084253,0.12654,0.02153501,0.01392971,-0.0317747,-0.14958155,12.153142,12.706414,11.478495
2M19142035+4726431,288.5848,47.4453,1,11.201,10.694,10.592,4888.917,2.7869833,0.042062,-0.036302015,-0.27273202,0.06620769,0.003991097,-0.063823,0.23642999,-0.011937097,0.058261693,0.03238599,-0.24935155,12.722741,13.252188,12.0642
2M19142297+4748434,288.5957,47.8121,2,10.115,9.573,9.471,4685.6978,2.4228165,-0.0278036,0.0070960075,-0.126724,-0.054272294,0.075187996,-0.029067993,0.13382001,-0.045977995,-0.025062293,-0.0018029958,0.14194845,11.773786,12.37319,11.066952
2M19142664+4558106,288.611,45.9696,2,10.296,9.783,9.696,4829.2617,2.4672577,-0.019025002,-0.047266394,-0.240883,-0.030673398,0.054943398,-0.124273404,0.1936166,-0.026923401,-0.0026533995,0.0012926012,-0.01739755,11.906978,12.474744,11.224461
2M19142689+4109216,288.6121,41.156,1,10.826,10.309,10.203,4767.451,2.926712,-0.0063540004,0.005154319,-0.1346257,0.04360871,0.022030994,-0.092701,0.13978001,-0.031759,0.033880703,-0.041582897,0.10043845,12.481794,13.069131,11.776914
2M19142703+4535380,288.6126,45.5939,2,9.682,9.176,9.061,4865.039,2.548916,-0.01403,-0.030127004,-0.32234704,-0.038665295,0.0536696,-0.1124,0.29222003,-0.027550004,-0.012545697,0.011267997,0.10506845,11.245814,11.810394,10.571308
2M19142787+4022324,288.6162,40.3757,1,11.47,10.969,10.859,4901.1846,2.9898703,0.041497998,0.002377987,-0.073412016,0.13553768,-0.19325098,-0.039281994,0.07579,0.138365,0.0806517,0.071546,-0.30068156,13.004528,13.53698,12.335589
2M19142889+4604419,288.6204,46.0783,1,11.142,10.566,10.416,4585.6675,2.7218509,0.022829998,0.037904024,-0.40217596,-0.06515628,0.09130597,-0.077769995,0.44008,0.041708022,0.06785771,0.035912007,0.36309844,12.894452,13.550361,12.13971
2M19142897+4956448,288.6207,49.9458,1,11.107,10.525,10.364,4652.1797,2.5091312,-0.011116,0.0159421,-0.2044749,-0.042318292,0.0023469925,0.0035379976,0.220417,0.029763997,-0.010207303,-0.009448998,-0.07795855,12.752463,13.365133,12.030702
2M19143149+4749342,288.6312,47.8262,1,10.3,9.76,9.631,4661.495,2.6554363,0.0067519993,0.045796998,-0.24017298,-0.07259009,0.07485199,-0.012629993,0.28596997,0.010545008,0.012806907,0.013113007,0.10599845,11.952954,12.542742,11.251384
2M19143178+5031271,288.6325,50.5242,1,9.906,9.291,9.192,4757.9023,2.59457,0.022671,0.019815996,-0.158484,0.096331716,-0.129217,-0.010508001,0.1783,0.07208099,0.0391957,-0.0039079934,-0.16743155,11.494998,12.081688,10.79608
2M19143413+4615596,288.6422,46.2666,1,10.099,9.623,9.519,4911.8623,2.584689,0.037988998,0.031949,-0.13045101,0.096437715,2.8917193E-4,0.00997524,0.1624,-0.01497519,0.0817517,0.026847005,-0.16066155,11.630367,12.166278,10.970575
2M19143418+4547214,288.6424,45.7893,1,9.832,9.351,9.253,5080.538,3.0384336,0.077279,-0.039868027,-0.37812802,0.1560777,9999.956,-0.03845203,0.33826,-9999.99,0.12210168,0.08634198,-0.28712153,11.228331,11.7126465,10.612274
2M19144204+4633144,288.6752,46.554,1,10.377,9.909,9.806,4924.3037,3.1050828,0.020032,0.023706004,-0.041318998,0.12410271,-0.13968602,-0.003425002,0.065025,0.07795,0.062366694,-0.003993988,-0.25518155,11.842124,12.347869,11.204206
2M19144314+4716570,288.6798,47.2825,1,10.439,9.923,9.855,4867.8037,3.0290096,0.213389,0.12462002,0.169649,0.46661773,-0.60522103,0.29843003,-0.045028985,0.42769504,0.28909174,0.19691202,-0.58340156,11.89271,12.383723,11.263146
2M19144383+3952544,288.6826,39.8818,1,10.128,9.63,9.519,4911.3936,2.8822093,0.033371,0.0016961843,-0.2595638,0.0551007,0.041821003,0.0017501861,0.26125997,-0.019777015,0.07714469,0.006202996,-0.15571155,11.760993,12.335297,11.065815
2M19144395+4019183,288.6832,40.3218,1,11.072,10.555,10.43,4844.4834,2.9112697,-0.0025160015,-0.05556999,-0.31620598,0.0223037,0.07206399,-0.096714005,0.26063597,-0.043589994,0.050777696,0.0046259984,-0.101111546,12.698979,13.269656,12.0010805
2M19144699+4111412,288.6958,41.1948,1,9.212,8.742,8.593,4868.1973,2.8089955,0.040039003,0.04687503,-0.12320499,0.064374715,-0.033518016,0.012228787,0.17008002,0.028902024,0.059758723,0.032633007,-0.30693156,10.747339,11.286939,10.086109
2M19144957+4209355,288.7066,42.1599,1,9.713,9.185,9.003,4638.8076,2.4812245,0.074838996,0.012153491,-0.056768507,0.15925771,-0.142091,0.064803004,0.068922,0.104054995,0.12122169,0.064441994,-0.20611155,11.3888645,11.989408,10.673928
2M19145090+4223002,288.7121,42.3834,1,10.206,9.696,9.586,4850.6978,3.1620185,-0.0048600007,0.033637002,-0.140572,-0.006258797,0.037257697,-0.05816,0.174209,-0.017248703,0.013750197,0.0070649963,0.027877452,11.741871,12.292768,11.070951
2M19145288+5129387,288.7203,51.4941,1,11.079,10.492,10.401,4740.0093,2.6250525,0.040111996,0.08914599,0.026336998,0.0844847,-0.097188994,0.0172109,0.06280899,0.08196299,0.06925869,0.042595983,-0.28338155,12.716435,13.298345,12.012807
2M19145366+4636141,288.7236,46.6039,1,11.45,10.924,10.812,4660.1367,2.9247408,-0.013966,0.059192985,-0.17569703,-0.0660643,0.14047599,0.01749131,0.23489001,-0.020451993,0.053959697,-0.038462013,0.34749845,13.168162,13.786181,12.435336
2M19145511+4745055,288.7296,47.7515,1,10.047,9.474,9.32,4569.984,2.7164586,-0.006166,0.044530004,-0.21499002,-0.08522129,0.117210895,-0.025463998,0.25952002,-7.069111E-4,0.031282693,-0.001074791,0.29605845,11.788536,12.442526,11.0418215
2M19145760+4308359,288.74,43.1433,1,10.598,10.104,9.984,4828.9707,3.1293583,-0.025279101,-0.026830003,-0.30361003,-0.032689303,0.077474,-0.09637,0.27678,-0.053665996,-0.008881301,0.009146005,0.16744845,12.177547,12.738463,11.496341
2M19145839+4232378,288.7433,42.5439,1,11.254,10.683,10.571,4653.9805,2.7728593,0.004088998,0.061167993,-0.114267014,0.0883167,-0.08257,0.008445106,0.175435,0.019390993,0.025137693,-4.300475E-5,0.063501455,12.964788,13.575598,12.237618
2M19145847+4305450,288.7436,43.0959,1,10.082,9.529,9.387,4504.134,2.6362674,0.023740001,0.102649,-0.17722097,0.02417168,0.0035250187,0.10483301,0.27986997,0.045848995,0.073545694,0.010603994,0.27961844,11.942374,12.623307,11.171738
2M19150115+4210347,288.7548,42.1763,1,10.56,10.058,9.89,4698.7266,2.7613556,0.007041,0.04471299,-0.27015698,-0.0477653,0.080528006,0.001015693,0.31486997,0.00192599,0.034688696,0.014569998,0.19827846,12.26903,12.883696,11.545475
2M19150200+4051584,288.7584,40.8662,1,10.645,10.101,10.012,4793.3213,2.9113321,0.0023919977,0.026270997,-0.152022,0.007024713,0.026392892,-0.040797003,0.178293,0.0026280954,0.0360457,-6.970018E-4,-0.07022855,12.243454,12.817938,11.550635
2M19150275+4125281,288.7615,41.4245,1,10.91,10.339,10.211,4628.6074,2.8529415,-0.011213001,0.04083401,-0.19179597,-0.018985271,0.059564173,-0.05741498,0.23262998,-0.007460177,0.033118725,-0.010061979,0.30351844,12.619188,13.260075,11.87313
2M19150344+4111550,288.7644,41.1986,1,10.71,10.166,10.075,4746.3184,2.8361607,-0.0244187,0.005207598,-0.3140124,-0.034631297,0.14021501,-0.093439996,0.31922,-0.067491,0.038092703,-0.001462996,0.17580844,12.353927,12.9448595,11.650499
2M19150447+4214485,288.7686,42.2468,1,11.434,10.857,10.755,4712.5234,2.6040602,0.174959,0.14919,0.07748102,0.40327772,-0.39286104,0.18789,0.07170898,0.280375,0.2907917,0.15721199,-0.36648154,13.053411,13.626621,12.349757
2M19150599+4029344,288.775,40.4929,1,11.395,10.83,10.665,4548.58,2.6766667,0.032528996,0.11155403,-0.112155974,0.087722704,-0.03916301,0.102032006,0.22371,0.07403201,0.122591704,0.029101014,0.15830845,13.147946,13.788708,12.397508
2M19150789+4002054,288.7829,40.0349,1,10.312,9.766,9.63,4742.2925,2.6681156,0.023279998,0.030534998,-0.136335,0.05735471,-0.069741,0.0017990023,0.16687,0.062544994,0.0501587,0.012290001,-0.17284155,12.034492,12.657675,11.302439
2M19150827+4029347,288.7845,40.493,1,8.961,8.399,8.3,4639.653,2.577796,0.045285,0.014195003,-0.053143002,0.116814695,-0.109340996,-0.020726994,0.067338005,0.070235,0.0777087,0.031458005,-0.09060155,10.620599,11.218296,9.915442
2M19150855+4550474,288.7856,45.8465,1,9.689,9.183,9.055,4652.7925,2.895569,-0.016155,0.06583199,-0.17496797,-0.074517995,0.089589804,0.024659276,0.24079996,-0.0073458254,0.007725984,-0.009026021,0.27128845,11.375408,11.980531,10.666017
2M19150915+4743573,288.7882,47.7326,2,11.471,10.948,10.849,4846.4185,2.601791,-0.0025690012,-0.0067970008,-0.23370199,-0.0456639,0.089523,-0.12610501,0.22690499,-0.041794002,0.0020650998,0.039286993,0.05515445,13.060004,13.618955,12.369225
2M19151118+4758001,288.7966,47.9667,1,10.672,10.175,10.083,4970.221,2.883875,0.055041,0.048647016,-0.08869299,0.18246171,-0.22707102,7.4118376E-5,0.13734001,0.13370502,0.08909571,0.060357004,-0.41725156,12.167071,12.672123,11.527532
2M19151317+3918184,288.8049,39.3051,1,11.295,10.685,10.617,4684.755,2.5619655,7.3599815E-4,-0.0025939979,-0.21995899,-0.046048302,0.038318,-0.017886002,0.217365,0.032752,0.025021698,0.033941,-0.061797548,13.028433,13.650673,12.293183
2M19151355+4306241,288.8065,43.1067,1,9.314,8.837,8.722,4940.3457,2.8235316,0.061497003,0.042227983,-0.071467996,0.19221169,-0.14747,0.06423098,0.11369598,0.05775398,0.10249567,0.052562,-0.5465915,10.799961,11.303662,10.166603
2M19151456+3947520,288.8107,39.7978,1,10.114,9.584,9.457,4736.705,2.6615312,0.201829,0.084782004,-0.13349798,0.38810766,-0.40808097,0.17308998,0.21827999,0.295495,0.2755217,0.187222,-0.46976155,11.752518,12.325018,11.054383
2M19151588+5025567,288.8162,50.4324,1,11.338,10.796,10.704,4933.7236,2.599852,0.029336996,-0.0050610006,-0.132431,0.096891716,-0.022677004,-0.09470001,0.12737,0.0035309792,0.07774569,0.026665002,-0.29437155,12.875735,13.416399,12.201445
2M19151622+4553087,288.8176,45.8858,2,8.399,7.863,7.777,4808.9385,2.4767797,-0.003881,-0.0070669986,-0.250645,-0.024149291,-0.015850008,-0.024664003,0.243578,0.016885001,-0.023114298,0.0019080006,-0.057062548,9.92901,10.474775,9.274437
2M19151761+4636526,288.8234,46.6146,1,10.44,9.989,9.915,5072.659,3.3462024,0.023235,-0.142662,-0.55336,0.038740702,10000.01,-0.176892,0.410698,-9999.99,0.058460698,-0.0068219975,-0.07384755,11.888837,12.382764,11.266568
2M19151771+4323498,288.8238,43.3972,1,10.094,9.606,9.491,4773.123,3.044349,-0.0030899998,0.069454,-0.236686,-0.0831095,0.110365406,0.014209002,0.30614,-0.00196141,0.025294498,0.006802991,0.18213846,11.71167,12.283056,11.026525
2M19152052+4218256,288.8355,42.3071,1,10.245,9.716,9.626,4848.409,2.6035492,0.0022029988,0.031357005,-0.17799099,0.036556713,0.0097099915,0.025495,0.209348,-0.031815,0.014451705,0.0056740046,-0.08352255,11.818561,12.3756895,11.143435
2M19152764+4936153,288.8652,49.6043,1,10.789,10.186,10.109,4721.9116,2.562847,0.035935,0.020996407,-0.1063036,0.035437733,-0.033155024,-0.054130003,0.12730001,0.042969003,0.045251712,0.028204009,-0.21558155,12.399703,12.987146,11.697588
2M19152927+4046014,288.872,40.7671,1,9.926,9.439,9.361,4957.712,3.1170616,0.043023996,0.02569899,-0.064486,0.14978272,-0.14680302,0.046083003,0.09018499,0.08165699,0.08463669,0.023452997,-0.37936154,11.391245,11.899205,10.753471
2M19153085+4037028,288.8785,40.6175,2,11.319,10.791,10.7,4909.672,2.4672577,0.028735,-0.03759499,-0.23985499,0.05128771,-0.0055765063,-0.089543,0.20226,-0.0193595,0.026351705,0.033756003,-0.20588155,12.8804035,13.433126,12.197047
2M19153177+4424386,288.8824,44.4107,2,10.876,10.407,10.349,5129.104,2.8536227,0.023111999,-0.031453997,-0.296904,0.053631693,9999.982,-0.13156,0.26545,-9999.99,0.046235695,0.039963,-0.11812155,12.328264,12.823675,11.696543
2M19153291+4029529,288.8871,40.4981,1,11.168,10.626,10.535,4878.716,2.9042664,-0.0018130019,-0.057873998,-0.277358,-0.019084603,0.0157419,-0.223846,0.219484,-0.0083449,-0.011687603,0.031509,-0.041704547,12.756161,13.323653,12.063476
2M19153381+4421502,288.8909,44.364,1,11.172,10.583,10.455,4551.548,2.3726606,0.171299,0.14238,0.010619998,0.31397772,-0.29088104,0.20199,0.13176,0.210465,0.2335617,0.144362,-0.25869155,12.886949,13.500291,12.159498
2M19153407+4616559,288.892,46.2822,1,10.184,9.678,9.563,4715.147,2.8004465,-0.021228,-0.032706007,-0.353886,-0.07222991,0.079785705,-0.110410005,0.32118002,0.010558292,0.01811409,-0.036420003,0.15622845,11.962857,12.365305,11.131476
2M19153575+4103360,288.899,41.06,2,9.779,9.276,9.17,4819.2725,2.4565678,0.009082001,-0.023642004,-0.22592402,-0.0052556023,0.0078676045,-0.059520006,0.20228201,-0.005382605,-0.0027706027,0.025645003,-0.096702546,11.424726,11.99659,10.738517
2M19153693+4753308,288.9039,47.8919,1,10.138,9.626,9.532,4850.0767,2.8881404,0.033855,0.09185301,-0.029959992,0.08704671,-0.052339017,0.039132,0.121813,0.024193019,0.058900714,0.030609995,-0.32257155,11.702779,12.241126,11.039889
